Algo,Test,TimeUsedMS,n,min,max,arg
bubble,descend,2.49,1047.0,-50.0,51.0,
bubble,descend,8.412,1773.0,-96.0,63.0,
bubble,descend,3923.707,33818.0,-27.0,57.0,
bubble,descend,553.245,12678.0,-7.0,69.0,
bubble,descend,103.643,5650.0,-57.0,37.0,
bubble,descend,7519.018,46723.0,-97.0,40.0,
bubble,descend,6799.698,44620.0,-69.0,4.0,
bubble,descend,3576.593,32270.0,-82.0,94.0,
bubble,descend,381.274,10617.0,-95.0,50.0,
bubble,descend,1.182,993.0,-44.0,9.0,
bubble,descend,490.802,12103.0,-27.0,82.0,
bubble,descend,6959.187,45058.0,-96.0,55.0,
bubble,descend,821.032,15558.0,-77.0,21.0,
bubble,descend,2004.524,24293.0,-43.0,55.0,
bubble,descend,106.84,5710.0,-30.0,88.0,
bubble,descend,1961.142,23950.0,-49.0,56.0,
bubble,descend,7948.307,47993.0,-97.0,62.0,
bubble,descend,551.75,12801.0,-19.0,73.0,
bubble,descend,2187.774,25264.0,-43.0,42.0,
bubble,descend,698.712,14319.0,-43.0,65.0,
bubble,descend,2.085,1126.0,-49.0,89.0,
bubble,descend,3750.471,33063.0,-51.0,21.0,
bubble,descend,165.355,7137.0,-36.0,29.0,
bubble,descend,678.42,14257.0,-26.0,55.0,
bubble,descend,873.006,16062.0,-65.0,37.0,
bubble,descend,4632.823,36857.0,-37.0,32.0,
bubble,descend,5141.466,38566.0,-88.0,97.0,
bubble,descend,610.465,13433.0,-61.0,26.0,
bubble,descend,2259.73,25659.0,-80.0,76.0,
bubble,descend,84.722,5224.0,-5.0,16.0,
bubble,descend,429.477,11224.0,-49.0,86.0,
bubble,descend,94.326,5339.0,-67.0,20.0,
bubble,descend,68.649,4501.0,-65.0,18.0,
bubble,descend,888.06,16189.0,-38.0,26.0,
bubble,descend,4809.096,37496.0,-39.0,17.0,
bubble,descend,1040.495,17515.0,-8.0,8.0,
bubble,descend,1904.521,23564.0,-60.0,25.0,
bubble,descend,1128.237,18114.0,-61.0,34.0,
bubble,descend,5633.342,40343.0,-64.0,28.0,
bubble,descend,490.279,12030.0,-24.0,81.0,
bubble,descend,1253.175,19169.0,-33.0,65.0,
bubble,descend,45.84,3795.0,-42.0,9.0,
bubble,descend,204.219,7888.0,-16.0,97.0,
bubble,descend,1248.457,19165.0,-93.0,99.0,
bubble,descend,8332.727,49256.0,-6.0,93.0,
bubble,descend,2313.003,25847.0,-10.0,49.0,
bubble,descend,1711.232,22102.0,-49.0,90.0,
bubble,descend,3900.138,33703.0,-89.0,29.0,
bubble,descend,5286.057,39064.0,-88.0,57.0,
bubble,descend,3879.197,33839.0,-4.0,47.0,
bubble,descend,291.841,9266.0,-4.0,64.0,
bubble,descend,1202.794,18796.0,-34.0,9.0,
bubble,descend,4952.527,37889.0,-67.0,48.0,
bubble,descend,8254.214,49337.0,-7.0,30.0,
bubble,descend,47.477,3934.0,-14.0,57.0,
bubble,descend,3005.095,29728.0,-33.0,52.0,
bubble,descend,4092.604,35374.0,-9.0,10.0,
bubble,descend,6174.22,42627.0,-28.0,22.0,
bubble,descend,1721.688,22350.0,-73.0,75.0,
bubble,descend,716.715,14509.0,-13.0,85.0,
bubble,descend,3679.478,32702.0,-83.0,78.0,
bubble,descend,4.754,1450.0,-70.0,100.0,
bubble,descend,4681.335,36928.0,-74.0,13.0,
bubble,descend,6177.813,42331.0,-66.0,7.0,
bubble,descend,1389.558,20191.0,-87.0,76.0,
bubble,descend,902.725,16319.0,-14.0,80.0,
bubble,descend,706.139,14304.0,-82.0,21.0,
bubble,descend,2391.741,26520.0,-42.0,73.0,
bubble,descend,5610.76,40344.0,-47.0,61.0,
bubble,descend,0.203,429.0,-97.0,14.0,
bubble,descend,6820.221,44607.0,-25.0,60.0,
bubble,descend,2657.617,27984.0,-26.0,22.0,
bubble,descend,1723.412,21525.0,-16.0,23.0,
bubble,descend,4767.444,36492.0,-83.0,69.0,
bubble,descend,2024.744,27901.0,-85.0,66.0,
bubble,descend,1220.758,21989.0,-41.0,70.0,
bubble,descend,4391.216,40549.0,-58.0,85.0,
bubble,descend,1526.295,20936.0,-16.0,1.0,
bubble,descend,110.026,6527.0,-21.0,47.0,
bubble,descend,7539.202,48728.0,-89.0,25.0,
bubble,descend,1311.069,19537.0,-69.0,83.0,
bubble,descend,4729.637,37285.0,-45.0,0.0,
bubble,descend,967.558,16739.0,-86.0,33.0,
bubble,descend,3272.001,30739.0,-30.0,63.0,
bubble,descend,157.442,6747.0,-37.0,21.0,
bubble,descend,1894.085,23479.0,-44.0,91.0,
bubble,descend,5081.555,38367.0,-69.0,8.0,
bubble,descend,67.678,4528.0,-84.0,47.0,
bubble,descend,2297.448,26021.0,-11.0,61.0,
bubble,descend,4631.008,36751.0,-40.0,24.0,
bubble,descend,1006.232,17181.0,-45.0,63.0,
bubble,descend,4053.542,34460.0,-16.0,65.0,
bubble,descend,7684.263,47224.0,-75.0,31.0,
bubble,descend,320.525,9690.0,-93.0,48.0,
bubble,descend,8.291,1813.0,-43.0,44.0,
bubble,descend,2285.993,25820.0,-84.0,6.0,
bubble,descend,2355.543,26032.0,-95.0,32.0,
bubble,descend,2394.044,26324.0,-83.0,32.0,
bubble,descend,631.691,13588.0,-8.0,76.0,
bubble,descend,5270.618,38762.0,-73.0,96.0,
bubble,normal,164.128,7811.0,-38.0,18.0,
bubble,normal,5177.608,43188.0,-25.0,13.0,
bubble,normal,845.731,17642.0,-51.0,88.0,
bubble,normal,4359.355,39657.0,-37.0,100.0,
bubble,normal,154.27,7704.0,-24.0,82.0,
bubble,normal,133.672,7066.0,-83.0,88.0,
bubble,normal,4743.933,41480.0,-100.0,17.0,
bubble,normal,5058.19,42737.0,-63.0,61.0,
bubble,normal,6534.213,48623.0,-69.0,58.0,
bubble,normal,1229.014,21265.0,-55.0,88.0,
bubble,normal,4259.657,39292.0,-73.0,74.0,
bubble,normal,1556.502,24037.0,-20.0,84.0,
bubble,normal,2705.587,31399.0,-75.0,46.0,
bubble,normal,1686.985,25052.0,-8.0,46.0,
bubble,normal,1504.863,23702.0,-19.0,28.0,
bubble,normal,142.559,7327.0,-90.0,29.0,
bubble,normal,2402.761,29425.0,-91.0,86.0,
bubble,normal,904.441,18354.0,-32.0,7.0,
bubble,normal,3746.233,37097.0,-27.0,15.0,
bubble,normal,5828.827,46098.0,-28.0,25.0,
bubble,normal,5543.901,45121.0,-96.0,29.0,
bubble,normal,2504.124,30274.0,-90.0,85.0,
bubble,normal,4585.052,40797.0,-33.0,74.0,
bubble,normal,13.215,2298.0,-65.0,54.0,
bubble,normal,2747.271,31834.0,-62.0,0.0,
bubble,normal,5767.603,46117.0,-4.0,34.0,
bubble,normal,2.658,1193.0,-74.0,25.0,
bubble,normal,3191.645,34540.0,-4.0,33.0,
bubble,normal,1324.805,22017.0,-63.0,15.0,
bubble,normal,4662.834,41230.0,-69.0,12.0,
bubble,normal,6207.248,47519.0,-100.0,22.0,
bubble,normal,2866.888,32298.0,-29.0,69.0,
bubble,normal,2811.849,32343.0,-1.0,63.0,
bubble,normal,4719.693,41508.0,-26.0,46.0,
bubble,normal,1591.937,24018.0,-100.0,88.0,
bubble,normal,1007.302,19371.0,-50.0,62.0,
bubble,normal,2851.61,32232.0,-90.0,75.0,
bubble,normal,6519.276,48815.0,-30.0,75.0,
bubble,normal,1129.976,20490.0,-27.0,58.0,
bubble,normal,804.88,17379.0,-54.0,6.0,
bubble,normal,4864.971,42435.0,-19.0,17.0,
bubble,normal,525.173,13938.0,-44.0,46.0,
bubble,normal,2086.875,27790.0,-44.0,40.0,
bubble,normal,4796.123,41939.0,-46.0,79.0,
bubble,normal,485.557,13580.0,-25.0,90.0,
bubble,normal,992.12,19177.0,-49.0,39.0,
bubble,normal,58.648,4686.0,-94.0,36.0,
bubble,normal,400.99,12189.0,-96.0,5.0,
bubble,normal,4048.45,38649.0,-2.0,69.0,
bubble,normal,491.322,13548.0,-41.0,27.0,
bubble,normal,2041.905,27397.0,-28.0,33.0,
bubble,normal,325.387,11111.0,-4.0,60.0,
bubble,normal,1945.198,26688.0,-89.0,65.0,
bubble,normal,4547.525,40612.0,-93.0,83.0,
bubble,normal,5264.449,43895.0,-63.0,79.0,
bubble,normal,5212.54,43424.0,-62.0,92.0,
bubble,normal,2505.901,30325.0,-73.0,35.0,
bubble,normal,4650.935,41244.0,-97.0,64.0,
bubble,normal,20.474,2815.0,-72.0,59.0,
bubble,normal,5275.895,43806.0,-98.0,67.0,
bubble,normal,1768.748,25612.0,-93.0,55.0,
bubble,normal,0.204,393.0,-18.0,80.0,
bubble,normal,77.637,5500.0,-53.0,34.0,
bubble,normal,684.819,16012.0,-66.0,30.0,
bubble,normal,509.102,13770.0,-49.0,30.0,
bubble,normal,540.476,14214.0,-90.0,14.0,
bubble,normal,4861.186,42326.0,-99.0,54.0,
bubble,normal,354.659,11467.0,-97.0,94.0,
bubble,normal,342.254,11530.0,-15.0,96.0,
bubble,normal,5378.544,44426.0,-82.0,98.0,
bubble,normal,116.644,6672.0,-64.0,96.0,
bubble,normal,1617.912,24604.0,-37.0,25.0,
bubble,normal,2903.135,32655.0,-47.0,36.0,
bubble,normal,5608.774,45551.0,-27.0,26.0,
bubble,normal,402.539,12130.0,-60.0,26.0,
bubble,normal,3472.034,34837.0,-91.0,78.0,
bubble,normal,107.252,6401.0,-51.0,59.0,
bubble,normal,1189.738,20202.0,-46.0,89.0,
bubble,normal,553.452,14385.0,-49.0,20.0,
bubble,normal,3824.012,37459.0,-80.0,98.0,
bubble,normal,231.318,9348.0,-75.0,25.0,
bubble,normal,2387.348,29832.0,-75.0,19.0,
bubble,normal,191.126,8605.0,-50.0,23.0,
bubble,normal,5744.853,46038.0,-46.0,96.0,
bubble,normal,270.888,10189.0,-45.0,98.0,
bubble,normal,1185.73,21040.0,-88.0,0.0,
bubble,normal,2374.176,29798.0,-37.0,83.0,
bubble,normal,2198.527,28492.0,-5.0,99.0,
bubble,normal,1463.11,23234.0,-90.0,48.0,
bubble,normal,2908.306,32782.0,-37.0,88.0,
bubble,normal,3312.954,34831.0,-97.0,2.0,
bubble,normal,1740.567,25197.0,-88.0,26.0,
bubble,normal,2237.746,28689.0,-76.0,32.0,
bubble,normal,5827.077,46252.0,-50.0,79.0,
bubble,normal,4014.258,38304.0,-46.0,67.0,
bubble,normal,966.729,18983.0,-31.0,40.0,
bubble,normal,2694.328,31507.0,-38.0,99.0,
bubble,normal,5209.589,43789.0,-27.0,9.0,
bubble,normal,4716.252,41544.0,-15.0,41.0,
bubble,normal,3273.317,34626.0,-88.0,96.0,
bubble,partial,195.363,9197.0,-34.0,60.0,73.0
bubble,partial,516.15,19591.0,-59.0,83.0,32.0
bubble,partial,1957.69,31978.0,-47.0,90.0,57.0
bubble,partial,2733.49,38138.0,-44.0,34.0,56.0
bubble,partial,874.907,26556.0,-47.0,40.0,28.0
bubble,partial,2.381,1154.0,-73.0,56.0,45.0
bubble,partial,2563.349,46934.0,-33.0,61.0,27.0
bubble,partial,1684.156,39196.0,-57.0,9.0,24.0
bubble,partial,621.406,21830.0,-70.0,57.0,30.0
bubble,partial,1884.654,30464.0,-64.0,63.0,62.0
bubble,partial,299.769,15909.0,-95.0,95.0,21.0
bubble,partial,3794.083,40760.0,-81.0,2.0,74.0
bubble,partial,35.66,4263.0,-86.0,76.0,28.0
bubble,partial,846.098,22128.0,-18.0,17.0,50.0
bubble,partial,3563.37,44519.0,-79.0,75.0,52.0
bubble,partial,2551.859,39851.0,-22.0,45.0,45.0
bubble,partial,1297.517,36175.0,-2.0,16.0,21.0
bubble,partial,1644.659,37181.0,-82.0,88.0,27.0
bubble,partial,5.202,1405.0,-90.0,19.0,79.0
bubble,partial,1133.318,29643.0,-20.0,58.0,31.0
bubble,partial,2105.584,32794.0,-11.0,41.0,59.0
bubble,partial,1769.451,40259.0,-5.0,40.0,25.0
bubble,partial,4858.084,45274.0,-9.0,48.0,78.0
bubble,partial,58.075,5889.0,-89.0,75.0,21.0
bubble,partial,10.559,2003.0,-76.0,32.0,54.0
bubble,partial,310.079,12440.0,-89.0,23.0,56.0
bubble,partial,313.629,13350.0,-92.0,33.0,47.0
bubble,partial,1064.83,25105.0,-59.0,62.0,47.0
bubble,partial,4430.585,44365.0,-94.0,7.0,65.0
bubble,partial,989.461,22306.0,-81.0,99.0,49.0
bubble,partial,2347.837,25340.0,-85.0,70.0,78.0
bubble,partial,352.503,9876.0,-74.0,51.0,50.0
bubble,partial,2848.822,38348.0,-80.0,85.0,39.0
bubble,partial,827.337,17892.0,-92.0,6.0,72.0
bubble,partial,1784.441,39034.0,-41.0,84.0,23.0
bubble,partial,1711.272,29382.0,-58.0,1.0,54.0
bubble,partial,178.667,9105.0,-84.0,33.0,57.0
bubble,partial,5473.481,48795.0,-23.0,6.0,68.0
bubble,partial,758.75,25101.0,-54.0,49.0,22.0
bubble,partial,4571.065,44984.0,-21.0,14.0,68.0
bubble,partial,1307.227,29484.0,-17.0,4.0,33.0
bubble,partial,7.907,1755.0,-11.0,66.0,36.0
bubble,partial,3186.501,37599.0,-9.0,11.0,68.0
bubble,partial,162.869,8447.0,-31.0,73.0,66.0
bubble,partial,2503.035,39084.0,-24.0,75.0,41.0
bubble,partial,3569.744,46476.0,-50.0,28.0,38.0
bubble,partial,2991.546,40889.0,-29.0,46.0,47.0
bubble,partial,2890.269,47038.0,-12.0,55.0,30.0
bubble,partial,1326.409,32324.0,-45.0,13.0,27.0
bubble,partial,2514.662,40007.0,-62.0,93.0,38.0
bubble,partial,438.979,15868.0,-68.0,66.0,48.0
bubble,partial,1136.371,28994.0,-28.0,89.0,34.0
bubble,partial,160.351,8848.0,-36.0,56.0,64.0
bubble,partial,3977.54,48251.0,-83.0,88.0,48.0
bubble,partial,27.503,3563.0,-27.0,82.0,30.0
bubble,partial,52.897,5088.0,-13.0,23.0,46.0
bubble,partial,2410.965,35588.0,-73.0,87.0,54.0
bubble,partial,0.039,202.0,-100.0,92.0,59.0
bubble,partial,2871.5,37779.0,-59.0,41.0,60.0
bubble,partial,82.208,6598.0,-5.0,56.0,43.0
bubble,partial,1954.024,36385.0,-39.0,38.0,39.0
bubble,partial,587.608,17744.0,-80.0,4.0,54.0
bubble,partial,2186.049,40523.0,-82.0,45.0,33.0
bubble,partial,2865.371,39563.0,-80.0,6.0,53.0
bubble,partial,925.952,21621.0,-91.0,92.0,60.0
bubble,partial,3713.094,49669.0,-99.0,70.0,41.0
bubble,partial,63.687,5772.0,-69.0,18.0,39.0
bubble,partial,128.385,8240.0,-42.0,75.0,51.0
bubble,partial,468.081,19769.0,-17.0,1.0,26.0
bubble,partial,331.941,16204.0,-100.0,58.0,22.0
bubble,partial,605.509,20154.0,-92.0,73.0,34.0
bubble,partial,3384.348,39519.0,-55.0,71.0,69.0
bubble,partial,362.773,16632.0,-43.0,2.0,28.0
bubble,partial,2100.209,34782.0,-98.0,67.0,51.0
bubble,partial,1878.191,34292.0,-71.0,87.0,44.0
bubble,partial,4911.259,47745.0,-50.0,0.0,68.0
bubble,partial,27.491,3378.0,-89.0,10.0,55.0
bubble,partial,2621.621,48257.0,-51.0,81.0,26.0
bubble,partial,1787.571,30824.0,-5.0,22.0,58.0
bubble,partial,449.921,19574.0,-83.0,1.0,23.0
bubble,partial,1230.002,23753.0,-21.0,99.0,69.0
bubble,partial,2219.367,32994.0,-98.0,16.0,61.0
bubble,partial,1966.26,30757.0,-8.0,100.0,65.0
bubble,partial,1157.432,24689.0,-20.0,25.0,56.0
bubble,partial,2240.088,41647.0,-11.0,43.0,33.0
bubble,partial,1726.809,33049.0,-19.0,17.0,44.0
bubble,partial,1681.092,32785.0,-45.0,73.0,43.0
bubble,partial,619.872,21431.0,-59.0,46.0,32.0
bubble,partial,921.875,26791.0,-3.0,58.0,33.0
bubble,partial,12.343,2190.0,-84.0,22.0,61.0
bubble,partial,2262.969,38017.0,-6.0,92.0,44.0
bubble,partial,18.216,2736.0,-6.0,92.0,54.0
bubble,partial,61.082,5748.0,-22.0,69.0,36.0
bubble,partial,1281.929,32484.0,-100.0,67.0,28.0
bubble,partial,40.289,4576.0,-49.0,100.0,30.0
bubble,partial,122.009,7424.0,-39.0,47.0,72.0
bubble,partial,856.833,19166.0,-20.0,34.0,79.0
bubble,partial,0.184,384.0,-24.0,39.0,74.0
bubble,partial,3496.888,48031.0,-13.0,66.0,41.0
bubble,partial,3860.383,47792.0,-55.0,90.0,48.0
bubble,sorted,100.677,10052.0,-46.0,30.0,
bubble,sorted,529.559,31335.0,-59.0,55.0,
bubble,sorted,372.262,25667.0,-64.0,69.0,
bubble,sorted,241.631,18972.0,-45.0,25.0,
bubble,sorted,92.753,9991.0,-60.0,63.0,
bubble,sorted,1017.558,46620.0,-93.0,6.0,
bubble,sorted,671.069,35915.0,-53.0,29.0,
bubble,sorted,755.81,39103.0,-83.0,27.0,
bubble,sorted,63.805,7487.0,-95.0,32.0,
bubble,sorted,200.99,16833.0,-71.0,66.0,
bubble,sorted,340.084,23306.0,-47.0,9.0,
bubble,sorted,244.609,19089.0,-43.0,27.0,
bubble,sorted,1055.573,47435.0,-87.0,52.0,
bubble,sorted,612.423,34300.0,-89.0,36.0,
bubble,sorted,1075.645,49007.0,-4.0,35.0,
bubble,sorted,459.276,28563.0,-37.0,14.0,
bubble,sorted,78.875,9015.0,-9.0,62.0,
bubble,sorted,796.592,40075.0,-11.0,65.0,
bubble,sorted,951.271,44780.0,-37.0,84.0,
bubble,sorted,644.474,36087.0,-30.0,91.0,
bubble,sorted,0.616,609.0,-16.0,18.0,
bubble,sorted,157.461,14253.0,-39.0,11.0,
bubble,sorted,754.09,39304.0,-58.0,86.0,
bubble,sorted,489.439,29634.0,-67.0,24.0,
bubble,sorted,1118.037,49442.0,-30.0,65.0,
bubble,sorted,324.633,23022.0,-96.0,93.0,
bubble,sorted,773.997,39864.0,-49.0,95.0,
bubble,sorted,134.782,12709.0,-71.0,58.0,
bubble,sorted,62.973,7502.0,-54.0,39.0,
bubble,sorted,106.148,10780.0,-11.0,14.0,
bubble,sorted,268.836,19644.0,-43.0,15.0,
bubble,sorted,38.789,5359.0,-96.0,73.0,
bubble,sorted,200.588,16557.0,-62.0,54.0,
bubble,sorted,366.506,24607.0,-22.0,0.0,
bubble,sorted,378.86,25342.0,-86.0,76.0,
bubble,sorted,694.678,36699.0,-42.0,7.0,
bubble,sorted,641.36,35465.0,-68.0,47.0,
bubble,sorted,16.905,3021.0,-1.0,42.0,
bubble,sorted,273.03,20901.0,-49.0,18.0,
bubble,sorted,279.897,21051.0,-28.0,73.0,
bubble,sorted,806.424,41206.0,-27.0,23.0,
bubble,sorted,359.04,24840.0,-28.0,94.0,
bubble,sorted,34.175,4815.0,-85.0,63.0,
bubble,sorted,46.103,5886.0,-64.0,11.0,
bubble,sorted,512.642,31438.0,-91.0,49.0,
bubble,sorted,10.438,2150.0,-63.0,83.0,
bubble,sorted,373.0,25424.0,-28.0,97.0,
bubble,sorted,1038.258,47343.0,-55.0,4.0,
bubble,sorted,219.745,17973.0,-100.0,14.0,
bubble,sorted,632.777,35162.0,-26.0,97.0,
bubble,sorted,422.785,27694.0,-35.0,38.0,
bubble,sorted,48.955,6295.0,-38.0,69.0,
bubble,sorted,979.826,45722.0,-59.0,72.0,
bubble,sorted,11.392,2241.0,-73.0,27.0,
bubble,sorted,82.385,8973.0,-11.0,2.0,
bubble,sorted,453.991,29172.0,-20.0,96.0,
bubble,sorted,1093.003,48246.0,-81.0,60.0,
bubble,sorted,1077.396,47754.0,-93.0,74.0,
bubble,sorted,3.242,1340.0,-74.0,8.0,
bubble,sorted,229.276,18364.0,-87.0,29.0,
bubble,sorted,65.492,7655.0,-62.0,28.0,
bubble,sorted,530.816,32188.0,-4.0,26.0,
bubble,sorted,164.692,14848.0,-88.0,85.0,
bubble,sorted,511.95,30218.0,-38.0,77.0,
bubble,sorted,755.919,39236.0,-79.0,36.0,
bubble,sorted,388.484,25059.0,-21.0,22.0,
bubble,sorted,1057.857,47716.0,-86.0,67.0,
bubble,sorted,67.663,7996.0,-38.0,98.0,
bubble,sorted,162.722,14436.0,-78.0,64.0,
bubble,sorted,323.359,22536.0,-77.0,4.0,
bubble,sorted,294.017,21558.0,-88.0,50.0,
bubble,sorted,812.056,40521.0,-54.0,44.0,
bubble,sorted,705.692,35742.0,-30.0,31.0,
bubble,sorted,798.709,40929.0,-78.0,92.0,
bubble,sorted,120.437,11509.0,-30.0,26.0,
bubble,sorted,55.488,6717.0,-25.0,0.0,
bubble,sorted,533.53,31625.0,-90.0,18.0,
bubble,sorted,444.775,28516.0,-90.0,47.0,
bubble,sorted,969.678,44727.0,-47.0,5.0,
bubble,sorted,311.691,22023.0,-95.0,86.0,
bubble,sorted,933.829,44587.0,-11.0,12.0,
bubble,sorted,118.376,11746.0,-47.0,44.0,
bubble,sorted,474.431,29526.0,-18.0,30.0,
bubble,sorted,1037.029,47089.0,-28.0,55.0,
bubble,sorted,874.051,42473.0,-35.0,22.0,
bubble,sorted,687.287,37272.0,-60.0,78.0,
bubble,sorted,65.287,7618.0,-100.0,52.0,
bubble,sorted,1138.505,49716.0,-71.0,64.0,
bubble,sorted,524.301,28235.0,-49.0,10.0,
bubble,sorted,562.665,32869.0,-33.0,36.0,
bubble,sorted,299.0,21991.0,-50.0,100.0,
bubble,sorted,620.025,34295.0,-94.0,21.0,
bubble,sorted,973.366,46111.0,-37.0,36.0,
bubble,sorted,600.862,33849.0,-92.0,49.0,
bubble,sorted,438.956,28607.0,-46.0,98.0,
bubble,sorted,1016.713,45804.0,-83.0,57.0,
bubble,sorted,175.712,15703.0,-53.0,80.0,
bubble,sorted,172.245,15308.0,-9.0,32.0,
bubble,sorted,224.515,17902.0,-76.0,89.0,
bubble,sorted,436.338,28205.0,-18.0,71.0,
flagged_bubble,descend,2.04,1047.0,-50.0,51.0,
flagged_bubble,descend,6.666,1773.0,-96.0,63.0,
flagged_bubble,descend,2562.199,33818.0,-27.0,57.0,
flagged_bubble,descend,309.519,12678.0,-7.0,69.0,
flagged_bubble,descend,56.367,5650.0,-57.0,37.0,
flagged_bubble,descend,3910.934,46723.0,-97.0,40.0,
flagged_bubble,descend,3518.0,44620.0,-69.0,4.0,
flagged_bubble,descend,1868.825,32270.0,-82.0,94.0,
flagged_bubble,descend,197.63,10617.0,-95.0,50.0,
flagged_bubble,descend,1.296,993.0,-44.0,9.0,
flagged_bubble,descend,258.034,12103.0,-27.0,82.0,
flagged_bubble,descend,3677.812,45058.0,-96.0,55.0,
flagged_bubble,descend,417.119,15558.0,-77.0,21.0,
flagged_bubble,descend,1050.441,24293.0,-43.0,55.0,
flagged_bubble,descend,56.895,5710.0,-30.0,88.0,
flagged_bubble,descend,1008.125,23950.0,-49.0,56.0,
flagged_bubble,descend,4125.7,47993.0,-97.0,62.0,
flagged_bubble,descend,286.22,12801.0,-19.0,73.0,
flagged_bubble,descend,1130.159,25264.0,-43.0,42.0,
flagged_bubble,descend,352.134,14319.0,-43.0,65.0,
flagged_bubble,descend,2.004,1126.0,-49.0,89.0,
flagged_bubble,descend,1929.253,33063.0,-51.0,21.0,
flagged_bubble,descend,88.39,7137.0,-36.0,29.0,
flagged_bubble,descend,352.532,14257.0,-26.0,55.0,
flagged_bubble,descend,445.8,16062.0,-65.0,37.0,
flagged_bubble,descend,2410.097,36857.0,-37.0,32.0,
flagged_bubble,descend,2648.906,38566.0,-88.0,97.0,
flagged_bubble,descend,319.094,13433.0,-61.0,26.0,
flagged_bubble,descend,1168.962,25659.0,-80.0,76.0,
flagged_bubble,descend,45.827,5224.0,-5.0,16.0,
flagged_bubble,descend,218.655,11224.0,-49.0,86.0,
flagged_bubble,descend,50.316,5339.0,-67.0,20.0,
flagged_bubble,descend,36.267,4501.0,-65.0,18.0,
flagged_bubble,descend,459.262,16189.0,-38.0,26.0,
flagged_bubble,descend,2472.922,37496.0,-39.0,17.0,
flagged_bubble,descend,532.995,17515.0,-8.0,8.0,
flagged_bubble,descend,982.143,23564.0,-60.0,25.0,
flagged_bubble,descend,574.024,18114.0,-61.0,34.0,
flagged_bubble,descend,2876.116,40343.0,-64.0,28.0,
flagged_bubble,descend,254.112,12030.0,-24.0,81.0,
flagged_bubble,descend,643.145,19169.0,-33.0,65.0,
flagged_bubble,descend,24.8,3795.0,-42.0,9.0,
flagged_bubble,descend,109.581,7888.0,-16.0,97.0,
flagged_bubble,descend,663.536,19165.0,-93.0,99.0,
flagged_bubble,descend,4321.413,49256.0,-6.0,93.0,
flagged_bubble,descend,1182.154,25847.0,-10.0,49.0,
flagged_bubble,descend,862.271,22102.0,-49.0,90.0,
flagged_bubble,descend,2032.369,33703.0,-89.0,29.0,
flagged_bubble,descend,2750.788,39064.0,-88.0,57.0,
flagged_bubble,descend,2007.702,33839.0,-4.0,47.0,
flagged_bubble,descend,149.178,9266.0,-4.0,64.0,
flagged_bubble,descend,617.0,18796.0,-34.0,9.0,
flagged_bubble,descend,2551.32,37889.0,-67.0,48.0,
flagged_bubble,descend,4331.592,49337.0,-7.0,30.0,
flagged_bubble,descend,29.538,3934.0,-14.0,57.0,
flagged_bubble,descend,1558.698,29728.0,-33.0,52.0,
flagged_bubble,descend,2173.162,35374.0,-9.0,10.0,
flagged_bubble,descend,3210.263,42627.0,-28.0,22.0,
flagged_bubble,descend,893.596,22350.0,-73.0,75.0,
flagged_bubble,descend,364.258,14509.0,-13.0,85.0,
flagged_bubble,descend,1897.547,32702.0,-83.0,78.0,
flagged_bubble,descend,3.395,1450.0,-70.0,100.0,
flagged_bubble,descend,2397.721,36928.0,-74.0,13.0,
flagged_bubble,descend,3168.709,42331.0,-66.0,7.0,
flagged_bubble,descend,738.801,20191.0,-87.0,76.0,
flagged_bubble,descend,469.184,16319.0,-14.0,80.0,
flagged_bubble,descend,361.435,14304.0,-82.0,21.0,
flagged_bubble,descend,1233.923,26520.0,-42.0,73.0,
flagged_bubble,descend,2878.809,40344.0,-47.0,61.0,
flagged_bubble,descend,0.245,429.0,-97.0,14.0,
flagged_bubble,descend,3561.791,44607.0,-25.0,60.0,
flagged_bubble,descend,1377.834,27984.0,-26.0,22.0,
flagged_bubble,descend,809.365,21525.0,-16.0,23.0,
flagged_bubble,descend,2382.109,36492.0,-83.0,69.0,
flagged_bubble,descend,1385.509,27901.0,-85.0,66.0,
flagged_bubble,descend,862.503,21989.0,-41.0,70.0,
flagged_bubble,descend,2915.132,40549.0,-58.0,85.0,
flagged_bubble,descend,764.638,20936.0,-16.0,1.0,
flagged_bubble,descend,74.932,6527.0,-21.0,47.0,
flagged_bubble,descend,4240.11,48728.0,-89.0,25.0,
flagged_bubble,descend,674.904,19537.0,-69.0,83.0,
flagged_bubble,descend,2449.72,37285.0,-45.0,0.0,
flagged_bubble,descend,492.198,16739.0,-86.0,33.0,
flagged_bubble,descend,1683.87,30739.0,-30.0,63.0,
flagged_bubble,descend,78.858,6747.0,-37.0,21.0,
flagged_bubble,descend,969.886,23479.0,-44.0,91.0,
flagged_bubble,descend,2631.004,38367.0,-69.0,8.0,
flagged_bubble,descend,34.87,4528.0,-84.0,47.0,
flagged_bubble,descend,1204.569,26021.0,-11.0,61.0,
flagged_bubble,descend,2391.136,36751.0,-40.0,24.0,
flagged_bubble,descend,512.204,17181.0,-45.0,63.0,
flagged_bubble,descend,2081.433,34460.0,-16.0,65.0,
flagged_bubble,descend,4015.056,47224.0,-75.0,31.0,
flagged_bubble,descend,169.048,9690.0,-93.0,48.0,
flagged_bubble,descend,5.022,1813.0,-43.0,44.0,
flagged_bubble,descend,1190.367,25820.0,-84.0,6.0,
flagged_bubble,descend,1190.624,26032.0,-95.0,32.0,
flagged_bubble,descend,1212.772,26324.0,-83.0,32.0,
